TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,Sha256 hash
,163,bimpe-the-runzgirl,bimpe the runzgirl,Be careful with Bimpe because she cac be sensitive.,Female,hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex,eaa7662f-6926-468a-9add-e791916ae42b,4d9a3f28975c7b4d4eb70fe85a435e39998614e99e4470fef414fca544d03f68
,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,1c9d55e76e0721538c03bf32cbd704c56f3842d0344260432ae87d6434068dec
,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,a7cfba0d9e4636af397a9896ec909852a1325a2e5a1e5c72d5a2d626122eb139
,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,973a3aad623973ffe6e8166027adb98c24aa47ee9635fa82b2278e310f204717
,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,1f30d2fb9c857cc9de39592b7aabc87cfd8889b0f4cc91796b13795342f421ee
,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,6816c1fe46bb75c5e3f35069bdd264f763b30cf8b543dbe3b92d00a73d1d355f
,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,909fe37faa548df5aee4c8da49812aa27997c79216ee490648a8f936c045ddd3
,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,290c6ae281515a41d82da9164d7cd6d7c3781a7c2ea0aba85fb73553f4ccec11
,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,31a9d38ce31ea2fc763cef65c68d2272c55a044950e6360df193038c99c40e2f
,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,8b4c5f8bda27ef67a7e48275a0dd5c630e727305ebe97914518670260ed413d1
,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,f982e4e3ea7f74a5d7e7d1b40c4d7b0c5fd86267ee0a2704014c4a6275728f7c
,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,c25139d218be6b1a826bbfbcdbb0a2a7ae5a29dce05c1bf5b9afb90ad8a1d07e
,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,3ddf46cf0b3f91f87e9d34101ff38ad68054f9beb7e9bfb1ed755fb1f11b2ad2
,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,aeeb93ecd7b0aed42a439ffd61d22b0bb66ef65c6b82b013f043f5f583a2f002
,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,165ace32cda705b42237b26b7b7a7b4819813ff4b2da8863176f0ce5a84fb528
,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,321da12865fe641a88f87e34cb934445296a90523f118575d97498c1f892f586
,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,fbb4caea0f637dfb5b3b07854e26f5e06f9d1470e0871a0aa56028485ee7dbbb
,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,43f30b4b17532585214cb3e38d5d94038b20add538edd074ccdba1ed629d9fe2
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood,Female,hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental,7241a1be-59da-11ed-9b6a-0242ac120002,bf7d453d3c398e7e91d97cce23a3532cb768c183bef751e1c8504c1a06c3786b
,182,lola-babe,lola babe,Looking hot as always,Female,hair:brown; eyes: blue  teeth: none  clothing: aso-oke  accessories: none  expression: happy;strengths: calculative; weakness: misleading,7241a664-59da-11ed-9b6a-0242ac120002,f292fae35d12dc6c79237b02db8c64e09080a4498370c43f71b0cf34cfb1539f
,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends,Female,hair: two brown bun; eyes: blue  teeth: none  clothing: yoruba-clothing(aso-oke)  accessories: none  expression: strengths: free spirit;lack of fear;confidence: weakness;:misleading;influencing people ,7241a7c2-59da-11ed-9b6a-0242ac120002,30605a937754344702de903fb746fb34d273c52c923826d58c8de11b67c450ca
,184,bella-the-baller,bella the baller,Baller for Life,Female,hair: brown; eyes: blue  teeth: none  clothing: igbo-clothing accessories: none  expression: determined strengths: adaptation; weakness: fluency,7241ad26-59da-11ed-9b6a-0242ac120002,b7a8cffdbcb3185a1aa1edbd30199ed32dea2b00f13e58f9050ffc32b2e85b31
,185,milly-of-roses,milly of roses,Her lips so red like a rose,Female,hair: beige; eyes: blue  teeth: none  clothing: black-top  accessories: none  expression:strengths: cool headed; weakness: pressure,7241af92-59da-11ed-9b6a-0242ac120002,c6c18334393283c6e756d39b7bbe49b8b64a4c11377612321a2b8361eafd53fd
,186,preciousjada-the-viper,preciousjada the viper,Her words stings likes a viper,Female,hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance,7241b12c-59da-11ed-9b6a-0242ac120002,8d17ce0fddfcf4581b6bd6ddacf079ee65b4eeb81e1d44c509930db89c88a2b2
,187,lolly-of-ny,lolly of ny,Most popular in NY,Female,hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship,7241b2ee-59da-11ed-9b6a-0242ac120002,4ae7fc0b78f23c9d077d083404b071e217ce35f54f81f30646ac831de9bd0d64
,188,disy-the-dancer,disy the dancer,Dances her way into any show,Female,hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist,7241b4c4-59da-11ed-9b6a-0242ac120002,28bf7c8dbed869acd9f643561a1039c6c37f456aa48c6ce0bc7365310fa91c10
,189,jenny-the-great,jenny the great,The greatest of our time,Female,hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer,7241b852-59da-11ed-9b6a-0242ac120002,31e6097f071ae1dac82a9625a6214fc027223d098fcffb9635054ed2ecb423af
,190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger,7241ba00-59da-11ed-9b6a-0242ac120002,85833bd0a40ee08490a041eecbf8603eac63a124de36798289e393fa38ea16f8
,191,disy-the-queen,disy the queen,The queen in her own space,Female,hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl,7241bda2-59da-11ed-9b6a-0242ac120002,9fa4a7273c545d634da1923fe0ed2a496e366405b9eb576285c34714653ade8f
,192,jennyp-of-lagos,jennyp of lagos,A well known celebrity in Lagos,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping,7241bf1e-59da-11ed-9b6a-0242ac120002,80e3f61e9a9aedcd596c884c5aacf42663a199fad1bb1f7612fdd01b25cfeb16
,193,jada-of-life,jada of life,Her business signature,Female,hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun,7241c202-59da-11ed-9b6a-0242ac120002,c078304409b44de791e7423f1660b0e3cf5142c567383a05fd4fccbf1afca8ab
,194,sandy-the-rapper,sandy the rapper,She just loves to rap,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie,7241c342-59da-11ed-9b6a-0242ac120002,a09eb59d0b09739039d4c7b9ad970f572bb47bc3b94fc1e1b5f149098405bf4b
,195,dahila-the-genius,dahila the genius,The genius in the family,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational,7241c4fa-59da-11ed-9b6a-0242ac120002,8f968c7ceb02695dcc00f549b7c2152831f05ba7dc0b6ca1c171ab681980254e
,196,rosemary-of-yaba,rosemary of yaba,She has a cloth store in Yaba,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia,7241c61c-59da-11ed-9b6a-0242ac120002,d23a463755c47ab4c3970bfd8afa2bbb55e7ae60cfdb6596a50cf8f1986ef15d
,197,jennifer-of -island,jennifer of island,She goes on vacation to the island,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness,7241ca18-59da-11ed-9b6a-0242ac120002,f8984f02f29f5ed22ae7d6539a1e44bd4705b2d53afa213513a96a4330804d21
,198,opeyemi-of-lekki,opeyemi of lekki,Opeyemi lives in lekki,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist,7241c8e2-59da-11ed-9b6a-0242ac120002,8f0fbe9a85017eb91fb4f2e523c5c2ee0eae90a1f0d1050d4692c848ee137b3f
,199,vicky-the-artist,vicky the artist,Brings life into what she draws,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying,7241cb3a-59da-11ed-9b6a-0242ac120002,9cf8fcb325742d935759704e54ae1d6760487e8985d8e20b249dac210edcc40c
,200,afrogirl-sailor,afrogirl sailor,She loves to sail the ocean,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride,7241cc66-59da-11ed-9b6a-0242ac120002,162f76845df6cc2ee3c47ba5117589a17e27b5eb4ec4c301cda1d1ec14367593
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol;,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,d9f39239fcd26685883183f1b0f5ef584f294db39d84b42c1bf78bc39ade2e8b
,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none;,4a5f4c6d-d0dd-4b71-b095-86ef11910962,9302ca3b125dac5f55fdac29c3898c0eb107fd9a1ffb60dba9021c2c2ad06fd4
,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,bd329fd7-dd90-4180-a7a7-03e2d41535cb,bea9d65461b6a0d87c2bf1131430bb6cb3967c4acfe4022e977fc6cfcb597a18
,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none;,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,550da32785a2fe0249ccd87f9f5c05fd52c25bdebdb315cbf071b4764d431123
,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,22286b60-5f7b-4df3-8cb1-187d02fb83d0,c5dd9102933e1a8311bc661c775bb34e3f77fef27e57e36f4b43059ee18bc0bc
,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon;,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,63724cf77e6390430347564ef1e1b4c7af05081fc0858153c29ef0728969fdca
,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol;,355be0ea-e500-41e1-add4-ce868759bb72,d506ef895c0f7153708e6e27793a933061829a4c8941455a1694d387c5ba6026
,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none;,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,bde596573f657ae3dc4b0f7d5e2273fdc564afb9ed95cd9003bd2b9167c67387
,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking;,facf7001-d028-4e00-bffc-ed1f7c005ecc,9f2a47b7f5e772b4c427d24c3f538e1c48788b341661a7ba2e28da42196a8a03
,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none;,cc3c5c06-df96-4a0d-a09f-3359c21191f6,09febe206d0ae3ff37e3be69b2908b425ed929539bf7a827923a6dc7dfa65188
,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys;,6e697e86-def8-4fb4-96c9-0f43ab9beea6,f932c2b8df6cfa21af734160b0dbc16a9174dd7ab8996f7b7907e6437e93b4fd
,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none;,5142f00b-10b5-47a5-ab8a-8ae71b255b04,3cfa67f7f4d478a7d02b7153ee4d6942f2011d881135378a9618e5d4f58e282f
,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none;,9a5e7e95-6552-4a92-ab18-2154678943c2,cdcde63fe706430fedb156865ecaccd23990917b1a995806b59b2bf07f798eee
,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking;,eb32dfc0-29ee-49db-8833-37a41a6d6d65,56b6bf4741eda488a22d2a4a65fef69d7d2137f2c81cb1b030962369ae32e1ce
,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none;,4d649c12-05a5-44a4-b4ef-eb285b291aff,0818c78b2443e1b289d24244822d4ddaa0e083995c74e7a6188b8105723362cc
,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none;,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,9914e6ba6ceb5d92b95ff2c2d4e8e46c4a58e5131326b6c60f89af4e0ad186bb
,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none;,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,e3cb8e80f943f180125856606e6dd27f3ccceb231c660387c523c09d969c4bc9
,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none;,c587932b-0b8c-4f70-8465-425a1f53df64,07af61165633d870c2a199e178bc4f661eb92b029597e7b462933e1c2f151fd2
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none;,3bba4477-d84a-440f-af66-12690ea8b2e4,a6f3ea05b0023bf37e8d962ac5c61edf5fcade2b878a8a0a7992209f1c5dd10f
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking;,2af7b970-e212-4627-b818-13c00c8d3a72,366d6d8599efd0c900c4d6cd578807825753f70ea3fc131627e9b86e8b33acbe
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused:,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,84a92531908ef9e0cb3dfcaea1a6f8a176665ca33c59e2f8d0fd7e7c0dc45563
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,4629a762e742a320f730d1399956529b05a2f3cc18cb20b68c510eb0eb91be29
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties,Female,hair:black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none,77237cce-bae0-4d60-adad-27055f0eed39,530df12ff9805fe8de276269eff0faa5358239bb5d3b416d5166c4bb8c230bf3
,224,melanin-janet,melanin janet,A young lady with a soft personality,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none,a5a2854e-a850-4b15-b3c3-176a79b2d34b,5eaff5f5c5e8d2d0da7941582d9067090f054e6f6a3495b7608a16b7fc21b7a5
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none,7ec03993-f500-4a41-aa3c-a73df7a0fbed,ef525bd6906e2a331fc3430690de0a627fb0d52b7cb8aabdfc8fff555b227c04
,226,novice-joane,novice joane,A princess worried about finding true love,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,11484228dccc5f290595ef0198d41420c9e306eae9f6f551e09fd79f9534952b
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour  ,df7dc588-f99c-4592-84f6-08b40047d9d1,601c8c471785bcc0f0b695846e8d2565e668e2e9afa02cfa861d1313605e6852
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak  ,d1e8b38b-994b-487c-890b-9034d3ab7dcb,a430a15cb44685d1c5d582adf8a05519341aaa0c591e8c9249b184801182ef4a
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none,1326ef4b-224a-497e-9452-e63a4486e387,432d14aeecdaaff9d80aff765e4504476ac0e09bc304b72bebd5dcfe45a3f765
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical,7c771f82-a512-403c-91b9-6736318a8796,9b4893b52b3a3df8998da227d2dac224c1ff111304635ee154afeedab9a64457
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none,eaad5c98-3f85-4480-9c4e-b73340cfba4f,94b3a48e1a260486289e5f3204f1ea9cc86a520310b4807bc26f43b17423bde0
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,e3c9054fa76c4f7db606c00b787c8f6134f3eb8f51288d849837fe09fbce6c1e
,233,vamp-karishika,vamp karishika,Queen of the darkness.,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,eb8ab1e954f47e6b9e5f383f15ef8f1d3fc9661e86267df7bef6476a3b0cbe9a
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,ebedcac663258ebd8447d63a7b83c1afbffecf26cac3bbf00a59b9f2103a53d8
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,7bee50f0c71a90685251982cc6aca8df28503cb22830522a8ddfb2dbc37b02c6
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,403f28a0-6aa7-4f80-997f-b0982c169baa,caa628a727e21b995a5f4f46990c7acbb81e98eeeea90eb33d512f88dcaf1dd6
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none,9d945d79-dd2d-4755-b9c7-bff837be8557,c991c4f4f36af8c922d920ac3a1ef275d4fd03b00c0b9d417dcfca4739fb525f
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,18a6c6a2fad4f506cc3038804b7d2b0509c8f0224ea8c5392740fa2ab095cc71
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,0be2d50b-3e57-4e39-a199-b211d2be860c,14b142201465575fa3bfc98ea2cd339d750e2b317941956c5f2b030b6667cf0c
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,641b18d0ec9ab9ab0cab7a9ff8dae88dc625f60ea1bf35ec977f59cba056961a
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair:orange; eyes:black; teeth:rabbit front teeth; clothing:white polo and blue pinafore; accessories:none; expression:unamused; strength:good listener; weakness:mostly unserious and plays roughly a lot;,17e90692-26ec-4ac5-8613-d87d00278d37,222c8e56e3b6af07f479dea56219399ff1cd4efca71a6d46e28856ecd2a92570
,242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family",Female,hair:black; eyes:blue bold eyes; teeth:none; clothing:animal print gown; accessories:none; expression:teary; strength:truthful; weakness:cannot keep a secret;,187b9001-81a7-421b-aeea-ba64f930f6c3,705dbde55825d373438882d01ef61ad408e44baff3fe7e522f7758ada4c3c96f
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at balogun market,Female,hair:black; eyes:black and grey; teeth:missing two front tooth; clothing:grey and mixed color patterned ankara; accessories:ankara beret; expression:astonished; strength:business acumen; weakness:hot tempered;,8b98de66-9a2b-4229-b0d9-297b2906f548,3f582f21a51bc0543c1afe5be2b178b89a217afb49c68fb07d42b22cbde9235a
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair:brown; eyes:brown; teeth:none; clothing:blue ankara; accessories:tobacco pipe; expression:serious; strength:wealthy; weakness:condescending;,5646daa8-2619-46a5-ac93-9a49f862729a,913514c2157e888fd4711979c23fc4efe0b83667dee3ec6c8df9101f463b9dda
,245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil,Female,hair:orange hair in two side buns; eyes:black; teeth:none; clothing:ankara blouse; accessories:none; expression:innocent; strength:curiousity; weakness:gullible;,ed0148f9-491b-44e5-9b3b-07d3e8a48efe,019d3054be392aaa0e8de105202fb1c7bdf8fd9e256e32c690e4cdd83352e95c
